ID,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1276,25,female,2,own,little,,7855,36,car,bad
456,28,female,2,own,little,moderate,4221,30,business,good
1398,47,male,1,own,little,little,1217,18,domestic appliances,bad
816,32,male,2,free,rich,moderate,1136,9,education,bad
270,23,female,2,rent,little,,2146,10,furniture/equipment,good
996,21,male,2,rent,little,little,902,12,education,bad
202,49,male,1,own,,little,1262,12,furniture/equipment,good
162,23,female,2,rent,,little,1200,12,education,good
730,54,male,3,own,rich,,4591,24,business,bad
402,29,female,2,own,little,rich,683,6,radio/TV,good
703,38,female,3,free,little,moderate,12976,18,car,bad
1130,29,male,2,own,little,little,6887,36,education,bad
566,24,female,0,rent,,moderate,7472,12,car,good
1022,24,female,2,rent,rich,moderate,433,6,education,bad
1026,22,male,2,own,little,,1478,9,radio/TV,bad
1105,28,female,2,rent,moderate,moderate,2631,15,car,bad
206,49,male,1,own,,rich,1445,18,radio/TV,good
35,39,male,2,own,quite rich,,2299,36,radio/TV,good
776,63,male,2,own,little,little,6836,60,business,bad
509,41,female,1,own,rich,,250,6,car,good
1380,47,male,2,free,,little,8335,36,car,bad
92,24,male,1,rent,little,,1768,12,furniture/equipment,good
898,32,male,1,free,little,little,1442,18,car,bad
565,35,male,2,own,,,976,12,radio/TV,good
777,23,female,2,own,little,little,448,6,education,bad
242,75,male,3,free,little,little,6615,24,car,good
14,44,male,2,rent,quite rich,little,2647,6,radio/TV,good
316,33,male,2,own,little,,2058,24,repairs,good
601,27,male,2,own,rich,,5804,24,car,good
388,25,male,2,own,,,3105,24,radio/TV,good
1298,26,female,3,own,little,,10974,36,furniture/equipment,bad
167,22,male,2,free,little,little,3149,24,furniture/equipment,good
841,31,male,1,own,little,little,3108,30,furniture/equipment,bad
21,34,male,2,own,little,moderate,2415,7,radio/TV,good
647,37,male,3,own,quite rich,,12749,48,radio/TV,good
1155,22,male,2,own,little,little,2462,18,furniture/equipment,bad
832,28,male,2,own,little,,9572,36,business,bad
1268,22,male,2,own,little,moderate,1331,12,radio/TV,bad
563,48,female,1,rent,little,moderate,1795,18,radio/TV,good
1365,47,male,3,own,little,moderate,1209,6,car,bad
687,25,female,2,rent,little,little,1433,15,furniture/equipment,good
958,54,male,3,own,rich,,4591,24,business,bad
190,55,female,2,own,little,little,1603,24,radio/TV,good
976,30,male,3,own,little,moderate,4455,36,business,bad
700,27,male,2,own,moderate,moderate,4576,45,car,good
511,36,male,2,own,rich,rich,1275,24,business,good
1083,43,male,1,own,little,,1533,18,furniture/equipment,bad
475,37,male,2,free,,,2279,12,radio/TV,good
857,32,male,2,free,rich,moderate,1136,9,education,bad
748,20,male,2,own,moderate,little,674,12,radio/TV,bad
253,23,female,0,rent,quite rich,moderate,3758,24,radio/TV,good
22,36,male,2,own,rich,moderate,1913,18,business,good
1338,29,male,3,own,little,moderate,11328,24,vacation/others,bad
460,35,male,3,own,little,moderate,1050,6,furniture/equipment,good
1185,33,female,2,own,little,little,1131,18,furniture/equipment,bad
277,26,male,2,own,little,rich,1330,12,car,good
956,20,female,2,rent,little,little,1282,12,furniture/equipment,bad
1216,53,male,2,free,little,little,7119,48,furniture/equipment,bad
386,41,male,2,rent,little,,1503,12,car,good
806,23,female,2,own,little,,1943,18,repairs,bad
344,36,male,3,own,,,1238,6,education,good
770,25,female,1,own,little,rich,2327,15,radio/TV,bad
1333,29,male,2,free,little,little,2149,12,radio/TV,bad
131,26,female,2,own,little,,763,12,furniture/equipment,good
872,21,male,1,rent,little,little,1987,24,radio/TV,bad
1124,53,female,3,own,,,7485,30,car,bad
88,47,male,2,own,,,3578,48,radio/TV,good
331,29,female,3,own,little,,2679,24,car,good
1239,19,female,2,rent,little,,1980,9,furniture/equipment,bad
467,31,male,2,own,moderate,,5742,36,business,good
122,34,male,1,own,,,1898,6,radio/TV,good
1045,24,female,2,own,little,little,3190,18,radio/TV,bad
1096,28,male,2,own,little,little,1108,12,repairs,bad
1131,24,female,2,rent,rich,moderate,433,6,education,bad
1295,29,male,2,rent,little,little,11816,45,business,bad
861,34,male,1,free,moderate,moderate,3844,48,business,bad
1127,24,female,2,rent,,little,1275,15,domestic appliances,bad
